#START7777
# YYMMDDHHMI   STN    WD1    WS1    WDS    WSS   WD10   WS10     TA     RE RN-15m RN-60m RN-12H RN-DAY     HM     PA     PS     TD
#        KST    ID    deg    m/s    deg    m/s    deg    m/s      C      1     mm     mm     mm     mm      %    hPa    hPa     C
202508100029   116    5.0    1.4   14.0    3.3    8.1    1.5   20.0    0.0    0.0    0.0    0.0    0.0   96.7  933.9 1003.4   19.5
202508100029   119   23.9    0.9   25.3    1.2   19.2    1.1   21.7    0.0    0.0    0.0    0.0    0.0   89.8  998.3 1002.9   20.0
202508100029   121  104.7    0.8   82.5    0.9   82.7    0.9   18.1    0.0    0.0    0.0    0.0    0.0   94.9  977.2 1004.9   17.3
202508100029   127  213.4    0.9  208.3    0.9  180.5    0.7   21.5    0.0    0.0    0.0    0.1    0.0   86.6  989.4 1002.5   19.2
202508100029   129   45.9    1.2   67.9    1.8   45.6    0.2   21.9    0.0    0.0    0.0    0.0    0.0   92.6  999.4 1002.3   20.6
202508100029   130  262.9    1.8  283.1    2.8  262.0    2.1   22.5    0.0    0.0    0.0    0.0    0.0   76.9  997.2 1002.8   18.2
202508100029   131   55.0    2.8   33.7    4.0   66.1    2.4   23.1    0.0    0.0    0.0    0.3    0.0   79.6  995.3 1002.0   19.4
202508100029   133   31.6    0.4   25.9    1.0   25.5    0.9   22.9    0.0    0.0    0.0    0.8    0.0   92.6  994.5 1002.2   21.6
202508100029   135   51.3    0.0   61.9    0.0    0.0    0.0   21.2    0.0    0.0    0.0    1.3    0.0   94.3  974.7 1002.5   20.2
202508100029   136  180.5    0.0  236.3    0.1  101.4    0.6   22.1    0.0    0.0    0.0    1.5    0.0   94.3  987.7 1003.8   21.1
202508100029   137   45.9    0.2   45.0    0.4   32.5    0.5   21.9    0.0    0.0    0.0    1.3    0.0   92.8  991.0 1002.0   20.7
202508100029   138  315.5    2.1  309.0    2.6  305.7    1.8   22.7    0.0    0.0    0.0    3.0    0.0   86.8 1002.3 1002.8   20.4
202508100029   140  115.9    1.0   55.4    1.8   91.0    1.5   23.4    1.0    0.1    0.1    1.1    0.1   91.5  999.4 1002.6   21.9
202508100029   143   71.9    0.7   62.6    1.0   51.1    0.9   22.6    0.0    0.0    0.0    1.1    0.0   91.1  996.3 1002.5   21.1
202508100029   146    3.3    2.2   61.6    2.3  320.4    1.7   23.3    1.0    0.0    0.0    0.2    0.0   87.9  995.0 1001.9   21.2
202508100029   151  290.0    1.0  300.0    1.3  310.0    1.5   21.9  -99.7    0.0    0.0    2.0    0.0   96.0 1002.0 1003.0   21.2
202508100029   152  255.3    0.8  255.2    1.1  289.7    0.9   21.5    0.0    0.0    0.0    2.1    0.0   93.0  993.0 1002.3   20.3
202508100029   155  256.0    0.5  279.0    0.7  244.4    0.6   22.6    1.0    0.3    1.4    6.6    1.1   96.0  998.8 1002.8   21.9
202508100029   156   69.2    0.9   45.1    1.6   16.0    1.5   22.0    0.0    0.1    2.0   21.9    0.2   95.0  993.5 1001.5   21.2
202508100029   159  261.1    1.3  263.5    2.0  339.9    1.1   23.0    0.0    0.0    0.1    5.2    0.0   86.9  994.9 1002.8   20.7
202508100029   160  120.6    1.8  123.8    2.0   93.8    2.2   20.4    0.0    0.0    0.0    4.5    0.0   99.9  -99.7  -99.9   20.4
202508100029   162   28.7    2.7   36.2    3.1   45.7    2.3   22.1    1.0    0.8  -99.9  -99.9    0.8   96.1  998.9 1002.5   21.4
202508100029   163  130.0    2.5  180.0    3.4   90.0    2.4   23.7  -99.7    0.2    2.5   37.2    2.0   95.0  999.5 1000.6   22.9
202508100029   165  169.2    4.9  178.0    8.5  161.9    5.0   24.4    0.0    0.1    6.3   36.9    4.5  100.0  995.2 1000.3   24.4
202508100029   167   80.0    2.3  120.0    3.6   70.0    2.3   22.5  -99.7    1.0    1.5   56.5    1.0   96.0 1001.9 1002.9   21.8
202508100029   168  101.0    3.6  115.8    4.6   78.6    3.9   22.5    1.0    0.0    0.1   32.3    0.0   92.5  995.3 1002.8   21.2
202508100029   169  266.0    3.5  311.0    4.8  270.1    3.3   26.6    1.0    1.0    1.4   49.4    1.2   95.1  991.9 1000.3   25.8
202508100029   170  156.0    4.1  172.0    5.1  154.6    4.4   23.5    0.0    0.9    3.6   51.1    1.6   97.1  997.6 1001.6   23.0
202508100029   172   21.7    5.3    8.7    6.4   20.0    3.8   22.1    1.0    0.4    4.2   17.7    1.0   97.7  994.9 1000.9   21.7
202508100029   174   60.9    0.2   23.1    0.5   70.2    0.7   20.8    1.0    0.0    1.5   32.8    0.0   97.0  982.5 1001.3   20.3
202508100029   175  225.6    2.5  253.3    3.5  189.3    2.2   22.4    1.0    7.5   32.5   73.0   17.0   99.9  949.0 1002.2   22.4
202508100029   177  331.5    2.3  340.3    3.1  337.2    2.2   22.9    0.0    0.0    0.0    0.4    0.0   87.1  998.3 1001.5   20.6
202508100029   181   53.7    1.4   79.3    2.2   58.9    1.4   21.7    0.0    0.0    0.0    0.2    0.0   89.8  998.8 1002.7   20.0
202508100029   182  250.0    2.9  260.0    4.3  240.0    3.2   27.7  -99.7    0.3    0.8    3.1    0.4   89.0  999.2 1001.9   25.7
202508100029   184  228.6    1.7  232.2    2.4  233.3    2.8   28.3    1.0    0.2    0.5    2.2    0.2   78.7  999.0 1001.3   24.2
202508100029   185  230.5   10.6  234.6   11.4  226.9    9.0   27.3    0.0    0.1    0.4    6.3    0.2   95.6  994.2 1002.2   26.5
202508100029   188  210.5    3.8  217.4    4.9  207.0    3.2   27.3    1.0    0.2    1.3    3.3    0.6   96.8 1000.3 1002.6   26.7
202508100029   189  265.0    1.6  306.0    2.9  251.5    1.7   27.7    1.0    0.1    0.4    1.8    0.2   93.2  997.0 1002.8   26.5
202508100029   192  339.3    0.1  343.3    0.5    4.3    0.1   19.8    1.0    0.8    1.3   14.1    0.9   96.6  999.6 1003.0   19.2
202508100029   201  333.0    0.3    0.0    0.5  326.3    0.5   20.0    0.0    0.0    0.0    0.0    0.0   94.5  998.4 1003.9   19.1
202508100029   202   65.5    0.0   67.5    0.1   81.6    0.0   21.3    0.0    0.0    0.0    0.0    0.0   93.9  998.2 1003.6   20.3
202508100029   203    0.0    0.0   87.1    0.0    0.0    0.0   20.1    0.0    0.0    0.0    0.0    0.0   99.7  995.1 1004.3   20.1
202508100029   211  350.1    0.7    0.0    1.1  350.0    0.6   20.2    0.0    0.0    0.0    0.0    0.0   90.7  980.8 1003.9   18.6
202508100029   212   48.5    1.1   45.0    1.5   86.8    0.4   20.9    0.0    0.0    0.0    0.0    0.0   94.1  988.2 1004.3   19.9
202508100029   216  310.0    0.2  330.0    0.5  322.1    0.6   15.0    0.0    0.0    0.0    0.2    0.0   93.5  924.7 1005.4   14.0
202508100029   217  161.7    2.0  160.8    2.2  157.8    1.6   18.0    0.0    0.0    0.0    0.0    0.0   91.9  969.1 1004.9   16.7
202508100029   221    0.0    0.0    0.0    0.0    0.0    0.0   17.7    0.0    0.0    0.0    0.1    0.0   99.8  973.7 1004.1   17.7
202508100029   226  128.0    0.9  123.8    0.9  134.2    0.7   20.7    0.0    0.0    0.0    0.5    0.0   99.6  983.0 1002.6   20.6
202508100029   229   26.5    7.4   25.0    8.1   28.0    7.1   23.2    1.0    0.0    0.0    0.5    0.0   86.4  989.5 1001.4   20.8
202508100029   230  174.3    1.4  176.1    1.7  181.4    1.3   20.9    0.0    0.0    0.0    0.0    0.0   99.9 1002.3 1003.7   20.9
202508100029   232    0.0    0.0  143.5    0.0    0.0    0.0   20.2    0.0    0.0    0.0    0.5    0.0   98.9  993.2 1003.0   20.0
202508100029   235   26.0    1.3   52.0    2.2   25.0    2.0   23.2    0.0    0.0    0.0    0.9    0.0   90.6 1000.1 1001.2   21.6
202508100029   236    4.8    0.6  349.0    1.0    4.2    0.7   22.7    0.0    0.0    0.0    1.0    0.0   91.5 1000.7 1002.2   21.2
202508100029   238  100.5    0.1  129.3    0.6  121.8    0.6   22.2    0.0    0.0    0.0    1.6    0.0   96.2  982.5 1002.1   21.6
202508100029   239   36.5    1.0   64.6    1.6   68.8    0.6   22.3    0.0    0.0    0.0    0.4    0.0   88.7  991.9 1002.1   20.3
202508100029   243  148.1    1.3  140.6    1.8  137.9    1.3   22.5    1.0    1.8    3.9    4.1    3.7   94.3 1000.8 1002.2   21.5
202508100029   244  322.3    0.9  315.2    1.0  268.1    0.6   21.5    1.0    0.7    0.8    4.7    0.8   96.7  973.8 1001.8   21.0
202508100029   245   94.0    0.8  112.0    1.6  107.8    1.2   22.4    0.0    2.1    8.0    8.6    3.4   94.7  994.2 1002.0   21.5
202508100029   247  218.7    1.8  213.8    2.1  223.4    1.6   21.9    1.0    2.5    5.2   16.3    2.6   99.9  987.4 1002.6   21.9
202508100029   248  275.4    0.6  278.6    0.7  301.1    0.5   20.7    1.0    0.0    0.3    3.7    0.2   99.9  956.7 1002.5   20.7
202508100029   251    7.1    2.6   22.5    3.1    5.0    2.6   22.1    1.0    3.7    8.2   15.5    5.3   85.4  994.1 1000.8   19.5
202508100029   252  354.9    2.4  337.5    3.2  354.9    2.0   22.0    1.0    2.4    4.7   23.7    2.5   91.0  996.5 1000.8   20.5
202508100029   253  218.6    0.5  205.5    0.8  195.2    0.4   22.6    1.0    0.0    0.0    2.9    0.0   99.4  997.4 1003.6   22.5
202508100029   254   30.1    1.1   32.5    1.5   72.2    1.3   21.5    1.0    7.3    7.7   23.1    7.4   96.7  988.1 1002.9   21.0
202508100029   255  -99.9  -99.9  -99.9  -99.9  -99.9  -99.9  -99.9  -99.9  -99.9  -99.9  -99.9  -99.9  -99.9  -99.9  -99.9  -99.9
202508100029   257    0.0    0.0    0.0    0.0  123.4    0.2   22.1    0.0    0.0    0.0    3.2    0.0   99.8 1001.5 1002.2   22.1
202508100029   258   77.5    1.9  101.5    2.5  106.5    1.8   22.5    1.0    0.1    0.4   47.8    0.1   99.9 1002.6 1002.8   22.5
202508100029   259  306.6    0.4  316.3    0.5  312.6    0.4   23.4    1.0    0.5    1.4   55.6    0.7   99.8 1000.2 1002.0   23.4
202508100029   260   28.6    0.3   16.9    0.7   74.2    0.4   23.4    0.0    0.1    0.6   59.0    0.1   98.3  996.5 1001.5   23.1
202508100029   261   12.5    1.9   11.3    2.1    0.8    2.0   23.8    1.0    8.4   14.7   49.1   11.7   99.0 1000.0 1001.9   23.6
202508100029   262  115.0    0.6  183.0    1.1   94.3    1.1   23.1    1.0    0.4    1.9   27.8    0.7   95.8  996.3 1002.2   22.4
202508100029   263  325.9    0.5  325.4    0.6  314.7    0.2   21.5    1.0    0.0    0.0   18.0    0.0   96.2 1001.0 1002.6   20.9
202508100029   264   51.5    0.4   27.0    0.5  130.6    0.3   22.1    1.0    2.9  -99.9  -99.9    3.8   92.1  985.4 1002.7   20.8
202508100029   266   66.6    1.4   92.9    2.8   70.9    2.0   21.7    0.0    0.0    0.5   38.4    0.0   96.4  992.9 1003.0   21.1
202508100029   268  154.5    2.0  166.4    2.8  134.5    2.5   25.3    0.0    9.5   43.2   85.5   27.7   96.9  999.0 1000.1   24.8
202508100029   269   29.5    2.8   24.3    5.0   31.3    2.9   22.5    1.0    3.9   12.3   43.8    6.0   99.9  998.2 1001.4   22.5
202508100029   271  328.8    0.9  332.1    1.3  295.4    0.6   17.2    0.0    0.0    0.0    0.2    0.0   96.2  967.3 1004.6   16.6
202508100029   272    0.0    0.0  312.3    0.0    0.0    0.0   19.8    0.0    0.0    0.0    0.5    0.0   99.5  979.4 1003.6   19.7
202508100029   273    0.0    0.0  309.6    0.0  304.1    0.4   20.3    0.0    0.0    0.0    0.7    0.0   98.2  982.7 1002.5   20.0
202508100029   276  257.6    0.6  272.4    0.7  267.2    0.5   21.8    0.0    0.0    0.0    1.2    0.0   99.9  979.2 1002.9   21.8
202508100029   277  192.6    0.8  188.6    0.9  167.3    1.2   22.1    0.0    0.0    0.0    0.2    0.0   90.7  998.0 1002.7   20.5
202508100029   278    0.0    0.0   95.6    0.0   66.2    0.2   22.2    0.0    0.0    0.0    1.1    0.0   99.7  992.7 1002.0   22.2
202508100029   279  236.4    0.9  234.1    1.6  265.3    0.6   23.0    0.0    0.0    0.0    0.8    0.0   93.3  996.3 1001.9   21.9
202508100029   281  348.2    1.0  349.0    1.3    1.6    1.3   21.8    0.0    0.0    0.0    3.9    0.0   99.0  992.2 1003.2   21.6
202508100029   283   99.0    0.4  150.9    0.9  171.6    1.0   21.8    0.0    0.0    0.0    2.2    0.0   95.4  998.4 1003.0   21.0
202508100029   284   87.1    0.9   90.4    0.9   76.9    0.5   21.9    1.0    0.0    0.0    3.4    0.0   90.9  976.1 1002.0   20.3
202508100029   285    0.0    0.0  239.1    0.0  256.0    0.0   22.6    0.0    0.0    0.0   13.6    0.0   99.1  999.8 1002.9   22.5
202508100029   288  181.2    0.6  159.3    0.7  175.0    0.2   22.9    0.0    0.0    0.0    2.4    0.0   91.4 1000.9 1001.9   21.4
202508100029   289  121.0    0.7  121.0    0.8  145.8    0.4   21.6    0.0    0.3    0.4   13.9    0.3   99.5  987.7 1003.5   21.5
202508100029   294  103.4    0.8   76.0    1.2  100.9    1.0   21.9    1.0    0.9    3.1   28.5    3.1   96.3  998.4 1003.5   21.3
202508100029   295   86.1    1.0   64.6    1.5   63.0    1.0   22.3    0.0    0.1    0.8   43.6    0.3   96.8  997.6 1002.8   21.8
202508100029   296  294.9    0.0    0.0    0.0  284.2    0.3   22.7    1.0    0.0    0.0    2.5    0.0   91.9 1002.3 1002.6   21.3
202508100029   300  120.3    2.4  118.9    3.9  147.1    1.8   22.9    1.0    1.0    1.5    3.0    1.0   93.2  996.4 1001.4   21.7
202508100029   301   35.0    5.1   32.0    6.7   44.9    5.8   23.1    1.0    1.0    3.5   22.5    1.5   96.9  999.0 1000.0   22.6
202508100029   302  154.0    2.2  242.0    4.1  172.0    1.9   24.7    1.0    0.5    5.0   53.5    0.5   97.5 1000.1 1000.8   24.3
202508100029   303  153.6    3.0  147.0    4.1  163.2    4.5   27.5    0.0    0.0    0.0   61.5    0.0   95.2  988.8 1000.6   26.7
202508100029   304  138.0    4.3  139.0    5.2  147.5    3.4   23.4    1.0    1.0    2.0   54.5    1.0   96.8  999.1 1002.0   22.9
202508100029   305  258.3    1.7  242.1    2.3  248.0    1.2   26.2    1.0    0.5    3.0   23.0    1.5   94.3  998.7 1002.6   25.2
202508100029   306  108.8    3.7  132.4    4.8  124.7    3.6   23.4    1.0    0.5    3.5   55.0    1.5   96.2 1001.5 1001.8   22.8
202508100029   308  144.9    7.9  146.4    8.7  148.5    8.4   24.1    1.0    0.0    1.5   21.5    0.0   99.1  998.4  999.3   23.9
202508100029   309    0.0    0.0  335.2    0.0   51.3    0.1   19.2    0.0    0.0    0.0    0.0    0.0   96.9 1001.0 1003.9   18.7
202508100029   310  168.2    0.6  166.8    1.3  185.8    0.2   19.5    0.0    0.0    0.0    0.0    0.0   82.1 1000.2 1001.8   16.4
202508100029   311  192.0    0.2  218.0    0.3  191.0    0.2   19.2    0.0    0.0    0.0    2.5    0.0   99.2  936.5 1004.2   19.1
202508100029   312  240.7    0.3  237.2    0.7  220.8    0.4   20.2    0.0    0.0    0.0    1.0    0.0   96.3  973.7 1003.6   19.6
202508100029   313   43.0    0.6   88.0    0.9   24.1    0.9   22.2    1.0    1.0    1.0   27.0    1.0   95.0  994.6 1002.6   21.4
202508100029   314  333.8    0.8  329.1    1.3  271.3    1.1   16.3    0.0    0.0    0.0    2.5    0.0   93.7  841.2 1002.1   15.3
202508100029   315   79.0    2.1   86.0    2.4   93.4    2.4   17.6    1.0    6.0    8.0   24.0    7.5   99.9  884.5 1002.8   17.6
202508100029   316  209.0    4.1  224.0    6.9  210.9    3.7   20.5    1.0    0.0    1.5   27.5    0.0   99.2  902.4 1001.5   20.4
202508100029   317  150.8    0.4  178.4    1.0  191.9    1.1   22.3    1.0    0.5    0.5    1.5    0.5   92.4  989.2 1001.3   21.0
202508100029   318    0.0    0.0    0.0    0.0  298.9    0.6   15.2    0.0    0.0    0.0    0.0    0.0   96.4  910.1 1005.3   14.6
202508100029   319  100.6    2.1  109.7    2.9  110.5    1.2   22.3    0.0    0.0    0.0    3.0    0.0   78.9  996.6 1003.2   18.5
202508100029   320  261.0    2.2  316.9    3.6  279.8    3.0   14.8    0.0    0.0    0.0    0.0    0.0   92.7  867.4 1005.0   13.6
202508100029   321   68.0    0.0   73.4    0.0    0.0    0.0   19.7    0.0    0.0    0.0    0.0    0.0   95.7  975.4 1004.4   19.0
202508100029   322    0.0    0.0    0.0    0.0    0.0    0.0   17.0    0.0    0.0    0.0    0.0    0.0   98.9  955.6 1005.5   16.8
202508100029   323   78.6    1.0   77.2    1.1   87.6    0.9   18.1    0.0    0.0    0.0    0.0    0.0   97.2  973.5 1005.2   17.6
202508100029   324  152.7    0.0  128.9    0.4  150.7    0.4   19.2    0.0    0.0    0.0    0.5    0.0   94.1  985.4 1003.4   18.2
202508100029   325   65.0    0.3   67.0    0.7   37.0    0.3   16.8    0.0    0.0    0.0    0.0    0.0   98.5  977.9 1004.7   16.6
202508100029   326  280.2    1.2  275.4    1.5  281.3    1.2   18.0    0.0    0.0    0.0    0.0    0.0   97.6  981.4 1003.4   17.6
202508100029   327  316.9    0.4  332.8    0.6  337.4    0.3   22.3    0.0    0.0    0.0    0.5    0.0   83.7  990.8 1001.9   19.4
202508100029   328  232.4    2.9  227.2    4.4  241.2    2.8   27.9    1.0    0.0  -99.9  -99.9    0.5   87.0  995.8 1002.6   25.5
202508100029   329   95.3    1.4  102.1    2.1   93.8    1.6   24.8    1.0    0.0    0.5    2.0    0.0   91.9  960.2 1002.0   23.4
202508100029   330  143.3    0.7  140.5    1.0  158.5    0.7   26.2    1.0    0.0    1.0    2.5    0.5   95.8  985.8 1002.0   25.5
202508100029   331  228.4    3.3  227.1    4.3  224.7    3.6   24.7    1.0    0.5    1.5    5.5    0.5  100.0  954.1 1001.7   24.7
202508100029   332  325.5    0.5  331.6    0.8  295.0    0.5   19.1    0.0    0.0    0.0    0.0    0.0   90.6  -99.7  -99.9   17.5
202508100029   333   71.9    0.3   91.1    0.4  108.0    0.2   20.0    0.0    0.0    0.0    0.0    0.0   79.7  994.0 1002.6   16.4
202508100029   334  203.0    0.9  204.9    1.1  206.0    0.8   23.9    0.0    0.0    0.0    0.0    0.0   83.2  999.6 1002.4   20.9
202508100029   335    0.0    0.0    0.0    0.0    0.0    0.0   15.5    0.0    0.0    0.0    0.0    0.0   97.3  959.5 1006.3   15.1
202508100029   336    0.0    0.0    0.0    0.0   14.3    0.0   19.3    0.0    0.0    0.0    0.0    0.0   92.6  980.8 1005.0   18.1
202508100029   337    0.0    0.0    0.0    0.0    0.0    0.0   19.2    0.0    0.0    0.0    0.0    0.0   95.8  981.7 1005.0   18.5
202508100029   338    0.0    0.0    0.0    0.0    0.0    0.0   16.0    0.0    0.0    0.0    0.0    0.0  100.0  950.7 1006.3   16.0
202508100029   339   82.3    0.7   92.1    0.9   89.3    0.8   19.2    0.0    0.0    0.0    0.0    0.0   99.4  975.8 1004.6   19.1
202508100029   340    0.0    0.0    0.0    0.0    0.0    0.0   19.9    0.0    0.0    0.0    0.0    0.0   99.7  989.1 1004.9   19.9
202508100029   344  344.0    0.9  355.0    1.1   21.5    0.9   20.9    0.0    0.0    0.0    0.5    0.0   96.6  990.1 1003.4   20.3
202508100029   345    0.0    0.0    0.0    0.0   75.5    0.0   18.7    0.0    0.0    0.0    0.0    0.0   88.4  990.7 1003.3   16.7
202508100029   346  233.2    0.8  220.1    1.0  196.8    0.9   20.1    0.0    0.0    0.0    0.0    0.0   81.5  996.1 1002.2   16.8
202508100029   347    0.0    0.0    0.0    0.0    0.0    0.0   17.1    0.0    0.0    0.0    0.0    0.0   95.5  986.6 1004.3   16.4
202508100029   348  242.8    1.3  255.9    1.8  239.5    2.0   22.1    0.0    0.0    0.0    0.0    0.0   76.7  -99.7  -99.9   17.8
202508100029   349    0.0    0.0    0.0    0.0    0.0    0.0   19.1  -99.2    0.0    0.0    0.0    0.0   96.5  971.6 1003.0   18.5
202508100029   350   55.2    0.2   50.6    0.3   73.4    0.2   16.2    0.0    0.0    0.0    0.0    0.0   90.9  936.3 1005.0   14.7
202508100029   351    0.0    0.0  -99.2  -99.2    0.0    0.0   19.2    0.0    0.0    0.0    0.0    0.0  -99.7  -99.7  -99.9  -99.9
202508100029   352   56.0    2.3  -99.2  -99.2   56.1    1.9   20.3  -99.2    0.0    0.0    0.0    0.0  -99.2  -99.7  -99.9  -99.9
202508100029   355  228.5    0.0  217.6    0.0    0.0    0.0   20.8    0.0    0.0    0.0    0.0    0.0   95.0  500.0  -99.9   20.0
202508100029   356    2.8  -99.2  327.6    0.0  -99.9  -99.9   21.6    0.0    0.0    0.0    0.5    0.0   88.9  500.2  -99.9   19.7
202508100029   358  -99.2  -99.2   58.0    0.0  -99.9  -99.9   21.3    0.0    0.0    0.0    0.5    0.0   87.3  500.1  -99.9   19.1
202508100029   359   46.0    0.0   16.8    0.0    0.0    0.0   17.5    0.0    0.0    0.0    0.0    0.0   96.4  500.0  -99.9   16.9
202508100029   360   88.5    0.4  115.3    2.7  111.5    0.7   18.5    0.0    0.0    0.0    0.0    0.0   97.2  500.0  -99.9   18.0
202508100029   361  100.8    0.0   80.5    0.0    0.0    0.0   19.4    0.0    0.0    0.0    0.0    0.0  100.0  500.0  -99.9   19.4
202508100029   364  116.7    0.2  148.7    1.4  135.6    0.4   22.7    0.0    0.0    0.0    0.0    0.0   86.9  500.0  -99.9   20.4
202508100029   365   22.5    0.0   22.5  -99.2    0.0    0.0   21.6  -99.2    0.0    0.0    0.0    0.0  -99.2  -99.7  -99.9  -99.9
202508100029   366  142.8    0.3  160.8    0.9  142.8    0.0   20.3    0.0    0.0    0.0    0.0    0.0  -99.7  500.0  -99.9  -99.9
202508100029   367   25.6    0.6   49.4    2.2   33.9    1.2   21.5    0.0    0.0    0.0    0.0    0.0   94.9  500.0  -99.9   20.6
202508100029   368  327.7    2.5  -99.2  -99.2  335.9    2.7   21.8  -99.2    0.0    0.0    0.0    0.0   80.4  -99.7  -99.9   18.3
202508100029   369  346.9    0.7    9.8    2.4  337.4    0.5   22.9    0.0    0.0    0.0    0.0    0.0   79.9  500.0  -99.9   19.2
202508100029   370  -99.9  -99.9  -99.9  -99.9  -99.9  -99.9  -99.9  -99.9  -99.9  -99.9  -99.9  -99.2  -99.9  -99.9  -99.9  -99.9
202508100029   371   46.5    0.0   54.4    2.1   58.8    0.3   22.3    0.0    0.0    0.0    0.0    0.0   91.4  500.0  -99.9   20.8
202508100029   372    0.0    0.0    0.0    0.0    0.0    0.0   21.0  -99.2    0.0    0.0    0.0    0.0   99.9  -99.7  -99.9   21.0
202508100029   373  -99.2    0.0  -99.2    0.0  -99.9    0.0   19.7  -99.2    0.0    0.0    0.0    0.0   99.9  -99.7  -99.9   19.7
202508100029   374   42.1    2.5   40.0    3.1   38.9    1.1   21.6  -99.2    0.0    0.0    0.0    0.0   91.7  500.0  -99.9   20.2
202508100029   375    0.0    0.0    0.0    0.0  266.5    0.1   20.7  -99.2    0.0    0.0    0.0    0.0   99.6  -99.7  -99.9   20.6
202508100029   376   49.7    0.3   11.4    0.6   62.4    0.3   21.9    0.0    0.0    0.0    0.0    0.0   87.6  995.1 1003.0   19.8
202508100029   377  231.9    0.0  232.0    0.2  243.4    0.3   18.9    0.0    0.0    0.0    0.0    0.0   96.0  999.6 1002.9   18.2
202508100029   378  208.0    0.6  245.0    0.9  202.4    1.0   23.5    0.0    0.0    0.0    1.0    0.0   94.9  994.0 1002.1   22.6
202508100029   379  203.6    0.2  163.8    0.4  206.8    0.4   21.1    0.0    0.0    1.0    4.5    0.5   98.5  968.9 1001.9   20.9
202508100029   400   81.6    0.1  123.8    0.3   30.3    0.4   23.7    0.0    0.0    0.0    0.0    0.0   82.5  -99.7  -99.9   20.5
202508100029   401  265.6    0.1  249.2    0.6  215.8    0.5   22.6    0.0    0.0    0.0    0.0    0.0   90.5  998.5 1002.3   21.0
202508100029   402   32.2    1.1  145.4    1.5   43.1    1.2   22.3    0.0    0.0    0.0    1.0    0.0   85.8  996.4 1002.7   19.8
202508100029   403  341.0    1.2    5.0    2.3  340.4    1.2   23.9    0.0    0.0    0.0    0.0    0.0   84.1  997.0 1003.2   21.1
202508100029   404    0.0    0.0   29.0    0.0   36.0    0.1   22.0    0.0    0.0    0.0    0.0    0.0   89.8 1002.2 1003.3   20.2
202508100029   405    1.9    0.9  125.0    1.2  343.2    1.0   24.7    0.0    0.0    0.0    0.0    0.0   73.4 1000.3 1002.9   19.6
202508100029   406    0.0    0.0  311.0    0.0    0.0    0.0   21.4    0.0    0.0    0.0    0.0    0.0   87.0  997.1 1003.6   19.1
