latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight
36.03701,129.40511,335.57,0.43,0.38,2025-08-15,1308,N20,VIIRS,n,2.0NRT,298.07,6.95,D
36.44534,127.3998,329.7,0.51,0.41,2025-08-15,1310,N20,VIIRS,l,2.0NRT,299.93,5.31,D
37.48182,129.04893,335.44,0.43,0.38,2025-08-15,1310,N20,VIIRS,n,2.0NRT,302.95,6.34,D
37.48351,129.05836,337.25,0.43,0.38,2025-08-15,1310,N20,VIIRS,n,2.0NRT,303.89,7.03,D
37.59602,129.01361,332.75,0.43,0.38,2025-08-15,1310,N20,VIIRS,n,2.0NRT,301.75,5.38,D
33.80183,130.98843,313.19,0.53,0.5,2025-08-16,0130,N20,VIIRS,n,2.0NRT,294.41,2.6,N
33.90788,130.82455,315.06,0.54,0.51,2025-08-16,0130,N20,VIIRS,n,2.0NRT,292.09,2.0,N
33.91029,130.82507,321.82,0.54,0.51,2025-08-16,0130,N20,VIIRS,n,2.0NRT,292.11,4.44,N
33.91257,130.82518,308.13,0.54,0.51,2025-08-16,0130,N20,VIIRS,n,2.0NRT,292.01,2.0,N
33.91479,130.85538,306.27,0.54,0.51,2025-08-16,0130,N20,VIIRS,n,2.0NRT,292.36,1.99,N
33.92564,130.83884,311.95,0.54,0.51,2025-08-16,0130,N20,VIIRS,n,2.0NRT,292.22,2.96,N
33.92796,130.83925,309.71,0.54,0.51,2025-08-16,0130,N20,VIIRS,n,2.0NRT,292.2,3.79,N
34.85056,127.70405,306.7,0.42,0.61,2025-08-16,0130,N20,VIIRS,n,2.0NRT,294.3,2.91,N
34.91293,127.75301,308.28,0.42,0.61,2025-08-16,0130,N20,VIIRS,n,2.0NRT,294.36,2.12,N
34.9253,127.7355,308.8,0.42,0.61,2025-08-16,0130,N20,VIIRS,n,2.0NRT,294.06,2.36,N
35.44732,129.33638,305.79,0.34,0.56,2025-08-16,0130,N20,VIIRS,n,2.0NRT,291.82,2.63,N
36.00309,129.39825,306.01,0.35,0.56,2025-08-16,0130,N20,VIIRS,n,2.0NRT,292.21,1.74,N
36.00361,129.39055,307.65,0.35,0.56,2025-08-16,0130,N20,VIIRS,n,2.0NRT,292.16,2.33,N
36.00467,129.37492,313.28,0.35,0.56,2025-08-16,0130,N20,VIIRS,n,2.0NRT,291.56,2.92,N
36.00935,129.38329,311.19,0.35,0.56,2025-08-16,0130,N20,VIIRS,n,2.0NRT,292.45,2.86,N
36.03928,129.40587,308.23,0.35,0.56,2025-08-16,0130,N20,VIIRS,n,2.0NRT,291.7,1.69,N
36.03954,129.40201,321.05,0.35,0.56,2025-08-16,0130,N20,VIIRS,n,2.0NRT,291.47,1.69,N
36.98037,126.68885,303.22,0.5,0.66,2025-08-16,0130,N20,VIIRS,n,2.0NRT,290.47,2.23,N
36.98575,126.70646,306.18,0.5,0.66,2025-08-16,0130,N20,VIIRS,n,2.0NRT,291.25,2.56,N
36.98646,126.68925,316.22,0.5,0.66,2025-08-16,0130,N20,VIIRS,n,2.0NRT,291.89,2.23,N
36.9867,126.68353,305.17,0.5,0.66,2025-08-16,0130,N20,VIIRS,n,2.0NRT,290.03,2.84,N
37.4255,129.17104,314.02,0.37,0.58,2025-08-16,0130,N20,VIIRS,n,2.0NRT,290.79,1.28,N
37.42751,129.17192,310.1,0.37,0.58,2025-08-16,0130,N20,VIIRS,n,2.0NRT,290.74,1.36,N
37.48623,129.05423,336.2,0.37,0.58,2025-08-16,0130,N20,VIIRS,n,2.0NRT,293.67,3.97,N
37.48668,129.04662,305.91,0.37,0.58,2025-08-16,0130,N20,VIIRS,n,2.0NRT,291.52,3.46,N
37.4924,126.63888,303.78,0.51,0.66,2025-08-16,0130,N20,VIIRS,n,2.0NRT,289.15,0.36,N
37.59941,129.01126,321.8,0.38,0.58,2025-08-16,0130,N20,VIIRS,n,2.0NRT,293.33,2.35,N
34.85175,127.7056,306.69,0.48,0.65,2025-08-16,0311,N20,VIIRS,n,2.0NRT,294.45,2.67,N
34.92124,127.75121,310.32,0.48,0.65,2025-08-16,0311,N20,VIIRS,n,2.0NRT,294.16,1.66,N
34.9254,127.73605,309.39,0.48,0.65,2025-08-16,0311,N20,VIIRS,n,2.0NRT,293.94,2.95,N
34.9266,127.70879,315.06,0.48,0.65,2025-08-16,0311,N20,VIIRS,n,2.0NRT,293.88,3.02,N
34.9269,127.75359,307.15,0.48,0.65,2025-08-16,0311,N20,VIIRS,n,2.0NRT,294.2,1.66,N
34.92829,127.74851,308.88,0.48,0.65,2025-08-16,0311,N20,VIIRS,n,2.0NRT,293.77,1.66,N
35.07822,126.48895,314.24,0.41,0.61,2025-08-16,0311,N20,VIIRS,n,2.0NRT,294.1,1.36,N
35.07868,126.48715,326.49,0.41,0.61,2025-08-16,0311,N20,VIIRS,n,2.0NRT,294.16,2.48,N
35.07933,126.48471,307.39,0.41,0.61,2025-08-16,0311,N20,VIIRS,n,2.0NRT,293.17,1.36,N
35.44801,129.33853,304.27,0.57,0.69,2025-08-16,0311,N20,VIIRS,n,2.0NRT,290.38,2.33,N
35.97076,126.61028,307.61,0.39,0.6,2025-08-16,0311,N20,VIIRS,n,2.0NRT,294.34,0.99,N
35.97187,126.60609,311.62,0.39,0.6,2025-08-16,0311,N20,VIIRS,n,2.0NRT,293.32,0.99,N
36.00006,129.37517,303.78,0.55,0.68,2025-08-16,0311,N20,VIIRS,n,2.0NRT,289.72,0.91,N
36.00095,129.39511,310.65,0.55,0.68,2025-08-16,0311,N20,VIIRS,n,2.0NRT,290.58,1.95,N
36.00265,129.38928,307.23,0.55,0.68,2025-08-16,0311,N20,VIIRS,n,2.0NRT,290.5,1.95,N
36.00766,129.3721,306.63,0.55,0.68,2025-08-16,0311,N20,VIIRS,n,2.0NRT,289.94,1.74,N
36.98111,126.69046,308.85,0.38,0.58,2025-08-16,0311,N20,VIIRS,n,2.0NRT,291.69,1.16,N
36.98216,126.68647,315.0,0.37,0.58,2025-08-16,0311,N20,VIIRS,n,2.0NRT,291.86,1.16,N
36.98729,126.68858,306.23,0.37,0.58,2025-08-16,0311,N20,VIIRS,n,2.0NRT,291.19,1.59,N
37.42396,129.17317,304.17,0.49,0.65,2025-08-16,0311,N20,VIIRS,n,2.0NRT,291.05,0.9,N
37.4255,129.1678,302.94,0.49,0.65,2025-08-16,0311,N20,VIIRS,n,2.0NRT,290.3,0.9,N
37.59613,129.00897,303.35,0.48,0.65,2025-08-16,0311,N20,VIIRS,n,2.0NRT,288.55,0.75,N
37.4855,129.05684,334.08,0.46,0.47,2025-08-16,1249,N20,VIIRS,n,2.0NRT,298.82,6.62,D
37.59401,129.01265,329.45,0.46,0.47,2025-08-16,1249,N20,VIIRS,l,2.0NRT,300.06,3.75,D
37.59631,129.01448,329.83,0.46,0.47,2025-08-16,1249,N20,VIIRS,l,2.0NRT,300.2,6.31,D
34.91261,127.75022,309.41,0.78,0.78,2025-08-17,0109,N20,VIIRS,n,2.0NRT,294.24,2.79,N
37.48582,129.04942,296.12,0.69,0.74,2025-08-17,0109,N20,VIIRS,n,2.0NRT,265.47,1.24,N
33.79985,130.98959,309.78,0.5,0.66,2025-08-17,0111,N20,VIIRS,n,2.0NRT,291.48,2.06,N
33.80034,130.99008,306.22,0.5,0.66,2025-08-17,0111,N20,VIIRS,n,2.0NRT,290.82,1.46,N
33.91242,130.82419,317.0,0.52,0.66,2025-08-17,0111,N20,VIIRS,n,2.0NRT,291.21,4.9,N
33.91267,130.81847,307.3,0.52,0.66,2025-08-17,0111,N20,VIIRS,n,2.0NRT,290.98,4.13,N
33.9127,130.82523,310.18,0.51,0.66,2025-08-17,0111,N20,VIIRS,n,2.0NRT,291.07,2.26,N
33.91299,130.8195,314.1,0.52,0.66,2025-08-17,0111,N20,VIIRS,n,2.0NRT,291.19,2.26,N
33.92423,130.83643,323.64,0.51,0.66,2025-08-17,0111,N20,VIIRS,n,2.0NRT,291.47,6.37,N
33.92445,130.83746,322.65,0.51,0.66,2025-08-17,0111,N20,VIIRS,n,2.0NRT,291.23,3.34,N
33.92448,130.8308,306.87,0.51,0.66,2025-08-17,0111,N20,VIIRS,n,2.0NRT,291.24,2.51,N
33.92473,130.83176,309.63,0.51,0.66,2025-08-17,0111,N20,VIIRS,n,2.0NRT,291.87,3.34,N
33.92474,130.8251,303.66,0.52,0.66,2025-08-17,0111,N20,VIIRS,n,2.0NRT,290.68,2.51,N
37.48311,129.05008,309.56,0.54,0.51,2025-08-17,0249,N20,VIIRS,n,2.0NRT,292.88,1.44,N
33.9093,130.82268,316.94,0.42,0.61,2025-08-17,0252,N20,VIIRS,n,2.0NRT,292.37,2.48,N
33.91328,130.85257,306.63,0.42,0.61,2025-08-17,0252,N20,VIIRS,n,2.0NRT,292.34,1.84,N
33.92003,130.82674,310.22,0.42,0.61,2025-08-17,0252,N20,VIIRS,n,2.0NRT,292.97,1.74,N
33.92114,130.82248,312.08,0.42,0.61,2025-08-17,0252,N20,VIIRS,n,2.0NRT,292.4,1.74,N
33.92316,130.83734,313.43,0.42,0.61,2025-08-17,0252,N20,VIIRS,n,2.0NRT,292.81,3.16,N
33.94372,130.82628,308.61,0.41,0.61,2025-08-17,0252,N20,VIIRS,n,2.0NRT,293.11,2.02,N
34.91349,127.75449,316.89,0.53,0.5,2025-08-17,0252,N20,VIIRS,n,2.0NRT,297.39,2.75,N
34.91479,127.74886,308.76,0.53,0.5,2025-08-17,0252,N20,VIIRS,n,2.0NRT,297.15,2.75,N
34.91609,127.74326,316.53,0.53,0.5,2025-08-17,0252,N20,VIIRS,n,2.0NRT,297.29,4.1,N
34.92381,127.70974,328.04,0.53,0.5,2025-08-17,0252,N20,VIIRS,n,2.0NRT,297.01,4.92,N
34.92761,127.7351,313.57,0.53,0.5,2025-08-17,0252,N20,VIIRS,n,2.0NRT,296.15,2.36,N
35.36954,128.48567,307.55,0.57,0.52,2025-08-17,0252,N20,VIIRS,n,2.0NRT,295.96,1.52,N
35.49783,129.35448,308.16,0.63,0.54,2025-08-17,0252,N20,VIIRS,n,2.0NRT,296.18,5.57,N
35.97427,126.60632,307.12,0.44,0.46,2025-08-17,0252,N20,VIIRS,n,2.0NRT,290.39,1.41,N
36.00001,129.39082,308.33,0.61,0.54,2025-08-17,0252,N20,VIIRS,n,2.0NRT,297.49,3.13,N
36.00068,129.39722,308.83,0.62,0.54,2025-08-17,0252,N20,VIIRS,n,2.0NRT,297.56,2.77,N
36.00227,129.39064,307.99,0.62,0.54,2025-08-17,0252,N20,VIIRS,n,2.0NRT,297.56,2.77,N
36.00859,129.38593,310.08,0.61,0.54,2025-08-17,0252,N20,VIIRS,n,2.0NRT,297.18,3.91,N
36.98194,126.68968,311.69,0.42,0.45,2025-08-17,0252,N20,VIIRS,n,2.0NRT,296.33,1.61,N
36.98195,126.70938,330.01,0.42,0.45,2025-08-17,0252,N20,VIIRS,n,2.0NRT,296.46,3.87,N
36.98294,126.68513,312.05,0.42,0.45,2025-08-17,0252,N20,VIIRS,n,2.0NRT,294.37,1.61,N
36.98598,126.69109,310.48,0.42,0.45,2025-08-17,0252,N20,VIIRS,n,2.0NRT,295.98,1.61,N
36.988,126.70164,307.43,0.42,0.45,2025-08-17,0252,N20,VIIRS,n,2.0NRT,294.54,2.13,N
37.23196,128.32489,303.8,0.5,0.49,2025-08-17,0252,N20,VIIRS,n,2.0NRT,290.18,1.25,N
33.9104,130.82896,328.75,0.4,0.6,2025-08-17,1230,N20,VIIRS,n,2.0NRT,295.46,3.83,D
37.48262,129.06,326.29,0.41,0.6,2025-08-17,1232,N20,VIIRS,n,2.0NRT,292.97,4.1,D
34.92263,127.71153,335.15,0.36,0.57,2025-08-17,1412,N20,VIIRS,n,2.0NRT,299.46,3.26,D
34.92358,127.71185,335.36,0.36,0.57,2025-08-17,1412,N20,VIIRS,n,2.0NRT,299.45,4.33,D
